Institution,Address,City,State,Classification,EFMaleCount,EFFemaleCount,EFTotalCount,STUDENTAID_MEN,STUDENTAID_WOMEN,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,Participants_MEN_Baseball,Participants_MEN_Bskball,Participants_MEN_FldHcky,Participants_MEN_Football,Participants_MEN_Golf,Participants_MEN_IceHcky,Participants_MEN_Lacrsse,Participants_MEN_Soccer,Participants_MEN_Softball,Participants_MEN_Tennis,Participants_MEN_XCountry,Participants_MEN_Vollball,Participants_WOMEN_Baseball,Participants_WOMEN_Bskball,Participants_WOMEN_FldHcky,Participants_WOMEN_Football,Participants_WOMEN_Golf,Participants_WOMEN_IceHcky,Participants_WOMEN_Lacrsse,Participants_WOMEN_Soccer,Participants_WOMEN_Softball,Participants_WOMEN_Tennis,Participants_WOMEN_XCountry,Participants_WOMEN_Vollball,OPEXPPERTEAM_MEN_Baseball,OPEXPPERTEAM_MEN_Bskball,OPEXPPERTEAM_MEN_FldHcky,OPEXPPERTEAM_MEN_Football,OPEXPPERTEAM_MEN_Golf,OPEXPPERTEAM_MEN_IceHcky,OPEXPPERTEAM_MEN_Lacrsse,OPEXPPERTEAM_MEN_Soccer,OPEXPPERTEAM_MEN_Softball,OPEXPPERTEAM_MEN_Tennis,OPEXPPERTEAM_MEN_XCountry,OPEXPPERTEAM_MEN_Vollball,OPEXPPERTEAM_WOMEN_Baseball,OPEXPPERTEAM_WOMEN_Bskball,OPEXPPERTEAM_WOMEN_FldHcky,OPEXPPERTEAM_WOMEN_Football,OPEXPPERTEAM_WOMEN_Golf,OPEXPPERTEAM_WOMEN_IceHcky,OPEXPPERTEAM_WOMEN_Lacrsse,OPEXPPERTEAM_WOMEN_Soccer,OPEXPPERTEAM_WOMEN_Softball,OPEXPPERTEAM_WOMEN_Tennis,OPEXPPERTEAM_WOMEN_XCountry,OPEXPPERTEAM_WOMEN_Vollball,REV_MEN_Baseball,REV_MEN_Bskball,REV_MEN_FldHcky,REV_MEN_Football,REV_MEN_Golf,REV_MEN_IceHcky,REV_MEN_Lacrsse,REV_MEN_Soccer,REV_MEN_Softball,REV_MEN_Tennis,REV_MEN_XCountry,REV_MEN_Vollball,REV_WOMEN_Baseball,REV_WOMEN_Bskball,REV_WOMEN_FldHcky,REV_WOMEN_Football,REV_WOMEN_Golf,REV_WOMEN_IceHcky,REV_WOMEN_Lacrsse,REV_WOMEN_Soccer,REV_WOMEN_Softball,REV_WOMEN_Tennis,REV_WOMEN_XCountry,REV_WOMEN_Vollball,EXP_MEN_Baseball,EXP_MEN_Bskball,EXP_MEN_FldHcky,EXP_MEN_Football,EXP_MEN_Golf,EXP_MEN_IceHcky,EXP_MEN_Lacrsse,EXP_MEN_Soccer,EXP_MEN_Softball,EXP_MEN_Tennis,EXP_MEN_XCountry,EXP_MEN_Vollball,EXP_WOMEN_Baseball,EXP_WOMEN_Bskball,EXP_WOMEN_FldHcky,EXP_WOMEN_Football,EXP_WOMEN_Golf,EXP_WOMEN_IceHcky,EXP_WOMEN_Lacrsse,EXP_WOMEN_Soccer,EXP_WOMEN_Softball,EXP_WOMEN_Tennis,EXP_WOMEN_XCountry,EXP_WOMEN_Vollball
Long Island University,720 Northern Blvd,Brookville,NY,NCAA Division I-FCS,1759,3574,5333,7710294.0,8997683.0,46,54,205679.0,111114.0,36.0,20.0,0.0,135.0,10.0,32.0,52.0,34.0,0.0,8.0,15.0,17.0,0.0,19.0,27.0,0.0,10.0,31.0,42.0,37.0,25.0,9.0,12.0,21.0,284862.0,355263.0,0.0,967264.0,100772.0,400219.0,266052.0,165529.0,0.0,40515.0,47660.0,111393.0,0.0,227281.0,104008.0,0.0,58388.0,278192.0,126723.0,177424.0,292658.0,51884.0,38995.0,133408.0,1087394.0,2845685.0,0.0,4661693.0,428767.0,1529777.0,1203459.0,929042.0,0.0,261310.0,101034.0,564296.0,0.0,1688603.0,895746.0,0.0,468573.0,1419940.0,999032.0,1100961.0,1209570.0,485679.0,101034.0,838731.0,1087394.0,2845685.0,0.0,4661693.0,428767.0,1529777.0,1203459.0,929042.0,0.0,261310.0,111137.0,564296.0,0.0,1688603.0,895746.0,0.0,468573.0,1419940.0,999032.0,1100962.0,1209570.0,485679.0,90931.0,838731.0
Manhattan College,4513 Manhattan College Parkway,Riverdale,NY,NCAA Division I without football,1688,1328,3016,3088805.0,3210642.0,49,51,49091.0,59811.0,40.0,20.0,0.0,0.0,11.0,0.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,27.0,34.0,21.0,0.0,0.0,15.0,239300.0,644734.0,0.0,0.0,52633.0,0.0,165735.0,70044.0,0.0,0.0,0.0,0.0,0.0,266761.0,0.0,0.0,0.0,0.0,121062.0,66595.0,103904.0,0.0,0.0,59038.0,430368.0,2950416.0,0.0,0.0,168081.0,0.0,898820.0,781835.0,0.0,0.0,0.0,0.0,0.0,1896850.0,0.0,0.0,0.0,0.0,573213.0,864622.0,694004.0,0.0,0.0,427838.0,430368.0,2950416.0,0.0,0.0,168081.0,0.0,898820.0,781835.0,0.0,0.0,0.0,0.0,0.0,1896850.0,0.0,0.0,0.0,0.0,573213.0,864622.0,694004.0,0.0,0.0,427838.0
Manhattanville College,2900 Purchase St,Purchase,NY,NCAA Division III without football,506,783,1289,0.0,0.0,0,0,20822.0,31831.0,54.0,20.0,0.0,0.0,13.0,29.0,26.0,33.0,0.0,11.0,5.0,0.0,0.0,22.0,14.0,0.0,3.0,24.0,16.0,20.0,12.0,4.0,4.0,22.0,20009.0,14774.0,0.0,0.0,6197.0,56090.0,17555.0,12335.0,0.0,4298.0,2319.0,0.0,0.0,12602.0,12057.0,0.0,2262.0,35706.0,12982.0,8896.0,8259.0,3092.0,1423.0,10734.0,109093.0,143741.0,0.0,0.0,25748.0,176590.0,140054.0,102440.0,0.0,58733.0,20649.0,0.0,0.0,151626.0,63739.0,0.0,16770.0,130465.0,92969.0,144426.0,110757.0,53718.0,19753.0,73703.0,102846.0,122653.0,0.0,0.0,22394.0,172996.0,125187.0,96561.0,0.0,58007.0,19008.0,0.0,0.0,131105.0,51781.0,0.0,17993.0,131774.0,80117.0,133887.0,104736.0,53183.0,18075.0,68513.0
Marist College,3399 North Rd,Poughkeepsie,NY,NCAA Division I-FCS,2035,2845,4880,3073477.0,3790159.0,45,55,252618.0,156241.0,40.0,14.0,0.0,117.0,0.0,0.0,50.0,29.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,30.0,35.0,21.0,8.0,0.0,18.0,285630.0,324113.0,0.0,482905.0,0.0,0.0,241191.0,114461.0,0.0,51688.0,0.0,0.0,0.0,220510.0,0.0,0.0,0.0,0.0,116374.0,97945.0,170686.0,49493.0,0.0,84328.0,1037487.0,2100410.0,0.0,1654524.0,0.0,0.0,1326790.0,760750.0,0.0,241750.0,0.0,0.0,0.0,1897427.0,0.0,0.0,0.0,0.0,874516.0,709258.0,765772.0,180286.0,0.0,667242.0,1037487.0,2100410.0,0.0,1654524.0,0.0,0.0,1326790.0,760750.0,0.0,241750.0,0.0,0.0,0.0,1897427.0,0.0,0.0,0.0,0.0,874516.0,709258.0,765772.0,180286.0,0.0,667242.0
Medaille College,18 Agassiz Circle,Buffalo,NY,NCAA Division III without football,325,814,1139,0.0,0.0,0,0,6210.0,10441.0,14.0,19.0,0.0,0.0,6.0,0.0,15.0,28.0,0.0,11.0,8.0,9.0,0.0,12.0,11.0,0.0,0.0,0.0,14.0,21.0,16.0,10.0,5.0,8.0,13977.0,47075.0,0.0,0.0,9182.0,0.0,47926.0,16778.0,0.0,8732.0,2178.0,26162.0,0.0,27616.0,16054.0,0.0,0.0,0.0,35728.0,16170.0,40644.0,9536.0,1993.0,14162.0,56999.0,100739.0,0.0,0.0,46671.0,0.0,94369.0,66053.0,0.0,22905.0,11593.0,56894.0,0.0,73530.0,54917.0,0.0,0.0,0.0,76197.0,56179.0,73001.0,24572.0,11773.0,42200.0,49763.0,93182.0,0.0,0.0,58125.0,0.0,84139.0,60951.0,0.0,22055.0,10630.0,50016.0,0.0,69881.0,51311.0,0.0,0.0,0.0,78696.0,58172.0,68410.0,23030.0,11895.0,36821.0
Mercy College,555 Broadway,Dobbs Ferry,NY,NCAA Division II without football,1456,3583,5039,645740.0,837207.0,44,56,824.0,3692.0,36.0,14.0,0.0,0.0,0.0,0.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,0.0,27.0,23.0,21.0,0.0,0.0,16.0,82544.0,35962.0,0.0,0.0,0.0,0.0,138033.0,51498.0,0.0,0.0,0.0,0.0,0.0,42304.0,50073.0,0.0,0.0,0.0,75483.0,64502.0,77212.0,0.0,0.0,59669.0,233590.0,213255.0,0.0,0.0,0.0,0.0,559023.0,190380.0,0.0,0.0,0.0,0.0,0.0,210101.0,192143.0,0.0,0.0,0.0,259744.0,208588.0,257172.0,0.0,0.0,211715.0,233590.0,213254.0,0.0,0.0,0.0,0.0,559023.0,190380.0,0.0,0.0,0.0,0.0,0.0,210101.0,192143.0,0.0,0.0,0.0,259742.0,208588.0,257172.0,0.0,0.0,211715.0
Mohawk Valley Community College,1101 Sherman Dr,Utica,NY,NJCAA Division III,1005,1115,2120,0.0,0.0,0,0,4572.0,4064.0,33.0,12.0,0.0,0.0,4.0,0.0,13.0,30.0,0.0,4.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,9.0,6.0,11.0,31911.0,24960.0,0.0,0.0,6496.0,0.0,7189.0,28050.0,0.0,444.0,9440.0,0.0,0.0,16821.0,0.0,0.0,0.0,0.0,0.0,29238.0,22722.0,9045.0,7080.0,10098.0,51350.0,49291.0,0.0,0.0,14434.0,0.0,20730.0,44191.0,0.0,7382.0,15801.0,0.0,0.0,41151.0,0.0,0.0,0.0,0.0,0.0,45366.0,36256.0,15986.0,12586.0,22309.0,51350.0,49291.0,0.0,0.0,14434.0,0.0,20730.0,44191.0,0.0,7382.0,15801.0,0.0,0.0,41151.0,0.0,0.0,0.0,0.0,0.0,45366.0,36256.0,15986.0,12586.0,22309.0
Molloy College,1000 Hempstead Ave,Rockville Centre,NY,NCAA Division II without football,782,1867,2649,901741.0,1155385.0,44,56,624.0,2947.0,38.0,16.0,0.0,0.0,0.0,0.0,34.0,35.0,0.0,0.0,7.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,37.0,21.0,17.0,8.0,10.0,15.0,140146.0,50013.0,0.0,0.0,0.0,0.0,93272.0,58330.0,0.0,0.0,6520.0,0.0,0.0,45153.0,31737.0,0.0,0.0,0.0,70244.0,38878.0,77708.0,8420.0,7027.0,55671.0,599001.0,329106.0,0.0,0.0,0.0,0.0,384252.0,275611.0,0.0,0.0,30900.0,0.0,0.0,305866.0,198129.0,0.0,0.0,0.0,330402.0,275296.0,345804.0,120327.0,26197.0,249911.0,475880.0,316034.0,0.0,0.0,0.0,0.0,358330.0,260646.0,0.0,0.0,29125.0,0.0,0.0,293402.0,190804.0,0.0,0.0,0.0,291997.0,256676.0,311661.0,118678.0,24407.0,233964.0
Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,NCAA Division III without football,367,908,1275,0.0,0.0,0,0,8265.0,10227.0,40.0,18.0,0.0,0.0,9.0,0.0,36.0,25.0,0.0,14.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,32.0,19.0,10.0,0.0,11.0,58303.0,33787.0,0.0,0.0,6147.0,0.0,30551.0,26274.0,0.0,3213.0,0.0,0.0,0.0,35434.0,0.0,0.0,0.0,0.0,20274.0,38494.0,39163.0,6267.0,0.0,28165.0,139022.0,113924.0,0.0,0.0,31558.0,0.0,147904.0,121608.0,0.0,16338.0,0.0,0.0,0.0,126357.0,0.0,0.0,0.0,0.0,102595.0,129044.0,120530.0,21872.0,0.0,55061.0,131050.0,107559.0,0.0,0.0,28233.0,0.0,132379.0,117358.0,0.0,16338.0,0.0,0.0,0.0,117878.0,0.0,0.0,0.0,0.0,96710.0,124454.0,100621.0,19849.0,0.0,54597.0
College of Mount Saint Vincent,6301 Riverdale Ave,Bronx,NY,NCAA Division III without football,498,1625,2123,0.0,0.0,0,0,2443.0,1457.0,42.0,24.0,0.0,0.0,5.0,0.0,23.0,35.0,0.0,0.0,5.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,12.0,21.0,22.0,0.0,1.0,15.0,32600.0,33476.0,0.0,0.0,3775.0,0.0,41653.0,18327.0,0.0,0.0,3443.0,14976.0,0.0,34354.0,0.0,0.0,0.0,0.0,10764.0,21453.0,20350.0,0.0,688.0,17047.0,104873.0,101312.0,0.0,0.0,39114.0,0.0,77943.0,82791.0,0.0,0.0,15726.0,65108.0,0.0,107154.0,0.0,0.0,0.0,0.0,73307.0,85976.0,84512.0,0.0,15726.0,68413.0,96778.0,95247.0,0.0,0.0,37898.0,0.0,74655.0,77954.0,0.0,0.0,13443.0,63458.0,0.0,98645.0,0.0,0.0,0.0,0.0,69387.0,81677.0,81152.0,0.0,13443.0,67565.0
Nassau Community College,One Education Dr,Garden City,NY,NJCAA Division III,3392,3173,6565,0.0,0.0,0,0,0.0,0.0,28.0,15.0,0.0,89.0,4.0,0.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,15.0,20059.0,17398.0,0.0,149361.0,6556.0,0.0,55965.0,9696.0,0.0,0.0,0.0,0.0,0.0,14934.0,0.0,0.0,0.0,0.0,0.0,6880.0,0.0,2730.0,0.0,14607.0,54857.0,47398.0,0.0,360559.0,28341.0,0.0,155035.0,46196.0,0.0,0.0,0.0,0.0,0.0,42184.0,0.0,0.0,0.0,0.0,0.0,29380.0,0.0,11730.0,0.0,38807.0,49059.0,47398.0,0.0,354378.0,28056.0,0.0,121465.0,46196.0,0.0,0.0,0.0,0.0,0.0,42184.0,0.0,0.0,0.0,0.0,0.0,29380.0,0.0,11730.0,0.0,34607.0
Nazareth College,4245 East Ave,Rochester,NY,NCAA Division III without football,521,1474,1995,0.0,0.0,0,0,30962.0,35803.0,0.0,20.0,0.0,0.0,12.0,32.0,52.0,37.0,0.0,10.0,0.0,21.0,0.0,17.0,14.0,0.0,5.0,28.0,29.0,35.0,21.0,12.0,0.0,19.0,0.0,69573.0,0.0,0.0,15730.0,104622.0,101987.0,26727.0,0.0,11851.0,0.0,47428.0,0.0,51858.0,28314.0,0.0,5099.0,88838.0,51647.0,42303.0,42598.0,11687.0,0.0,34120.0,0.0,216036.0,0.0,0.0,36977.0,249367.0,286771.0,87918.0,0.0,43310.0,0.0,93223.0,0.0,129523.0,80312.0,0.0,22965.0,231088.0,144483.0,146381.0,88901.0,36576.0,0.0,73947.0,0.0,177973.0,0.0,0.0,32005.0,241812.0,240958.0,84318.0,0.0,39961.0,0.0,91717.0,0.0,120041.0,77122.0,0.0,21769.0,227875.0,137699.0,119156.0,87226.0,33227.0,0.0,71997.0
New York University,70 Washington Sq South,New York,NY,NCAA Division III without football,11481,16080,27561,0.0,0.0,0,0,49257.0,28102.0,38.0,18.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,13.0,0.0,22.0,0.0,22.0,0.0,0.0,13.0,0.0,0.0,30.0,22.0,16.0,0.0,26.0,229526.0,99761.0,0.0,0.0,78505.0,0.0,0.0,114348.0,0.0,79081.0,0.0,43179.0,0.0,146432.0,0.0,0.0,68635.0,0.0,0.0,124746.0,189937.0,65028.0,0.0,130591.0,576835.0,507054.0,0.0,0.0,274189.0,0.0,0.0,460164.0,0.0,200665.0,0.0,198131.0,0.0,580262.0,0.0,0.0,339461.0,0.0,0.0,455908.0,313914.0,186612.0,0.0,298201.0,337510.0,504645.0,0.0,0.0,273617.0,0.0,0.0,451503.0,0.0,200665.0,0.0,190185.0,0.0,562752.0,0.0,0.0,338889.0,0.0,0.0,449130.0,309479.0,186612.0,0.0,283221.0
Niagara County Community College,3111 Saunders Settlement Rd,Sanborn,NY,NJCAA Division III,927,1265,2192,13500.0,13500.0,50,50,12000.0,12000.0,54.0,22.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,14.0,21.0,0.0,0.0,10.0,40952.0,39846.0,0.0,0.0,9149.0,0.0,0.0,16284.0,0.0,0.0,0.0,0.0,0.0,39581.0,0.0,0.0,5992.0,0.0,0.0,16284.0,10773.0,0.0,0.0,19330.0,139778.0,141977.0,0.0,0.0,75733.0,0.0,0.0,30018.0,0.0,0.0,0.0,0.0,0.0,140213.0,0.0,0.0,23425.0,0.0,0.0,30018.0,34070.0,0.0,0.0,32125.0,107002.0,131488.0,0.0,0.0,72122.0,0.0,0.0,30018.0,0.0,0.0,0.0,0.0,0.0,131449.0,0.0,0.0,21993.0,0.0,0.0,30018.0,28779.0,0.0,0.0,31225.0
Niagara University,Lewiston Road,Niagara University,NY,NCAA Division I without football,958,1740,2698,2700638.0,3166865.0,46,54,112853.0,68627.0,37.0,14.0,0.0,0.0,7.0,31.0,0.0,28.0,0.0,9.0,6.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,37.0,23.0,24.0,9.0,13.0,15.0,185948.0,404481.0,0.0,0.0,27206.0,375723.0,0.0,100860.0,0.0,22396.0,5369.0,0.0,0.0,308712.0,0.0,0.0,17061.0,0.0,126329.0,59278.0,110978.0,21224.0,11631.0,48937.0,640001.0,1995411.0,0.0,0.0,113618.0,1917211.0,0.0,628756.0,0.0,161322.0,62187.0,0.0,0.0,1758546.0,0.0,0.0,114749.0,0.0,867756.0,719439.0,516349.0,151135.0,61685.0,497316.0,640001.0,1995411.0,0.0,0.0,113618.0,1917211.0,0.0,628756.0,0.0,140868.0,53687.0,0.0,0.0,1758546.0,0.0,0.0,114749.0,0.0,867756.0,719439.0,516349.0,171589.0,70185.0,497316.0
North Country Community College,23 Santanoni Avenue,Saranac Lake,NY,NJCAA Division III,174,356,530,0.0,0.0,0,0,1435.0,2605.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,39747.0,0.0,0.0,0.0,0.0,0.0,27574.0,0.0,0.0,0.0,0.0,0.0,41495.0,0.0,0.0,0.0,0.0,10274.0,28675.0,0.0,0.0,0.0,0.0,0.0,50765.0,0.0,0.0,0.0,0.0,0.0,38591.0,0.0,0.0,0.0,0.0,0.0,53923.0,0.0,0.0,0.0,0.0,22703.0,41104.0,0.0,0.0,0.0,0.0,0.0,50765.0,0.0,0.0,0.0,0.0,0.0,38591.0,0.0,0.0,0.0,0.0,0.0,53923.0,0.0,0.0,0.0,0.0,22703.0,41104.0,0.0,0.0,0.0,0.0
Nyack College,2 Washington Street,New York,NY,NCAA Division II without football,307,475,782,813161.0,950866.0,46,54,2125.0,1695.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,25.0,13.0,0.0,0.0,14.0,33665.0,31505.0,0.0,0.0,0.0,0.0,0.0,34683.0,0.0,0.0,0.0,0.0,0.0,27909.0,0.0,0.0,0.0,0.0,20562.0,36152.0,26663.0,0.0,0.0,25512.0,263931.0,314417.0,0.0,0.0,0.0,0.0,0.0,408725.0,0.0,0.0,0.0,0.0,0.0,251481.0,0.0,0.0,0.0,0.0,125147.0,401775.0,201815.0,0.0,0.0,175566.0,263931.0,314417.0,0.0,0.0,0.0,0.0,0.0,408725.0,0.0,0.0,0.0,0.0,0.0,251481.0,0.0,0.0,0.0,0.0,125147.0,401775.0,201815.0,0.0,0.0,175566.0
Onondaga Community College,4585 West Seneca Turnpike,Syracuse,NY,NJCAA Division III,1436,1478,2914,1000.0,0.0,100,0,0.0,0.0,36.0,13.0,0.0,0.0,7.0,0.0,46.0,20.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,20.0,12.0,12.0,0.0,2.0,9.0,35340.0,54946.0,0.0,0.0,7068.0,0.0,47915.0,22198.0,0.0,0.0,1541.0,0.0,0.0,46486.0,0.0,0.0,1151.0,0.0,20653.0,15895.0,16360.0,0.0,599.0,6004.0,73484.0,89400.0,0.0,0.0,21446.0,0.0,97534.0,46860.0,0.0,0.0,6900.0,0.0,0.0,78183.0,0.0,0.0,7067.0,0.0,50728.0,37369.0,51196.0,0.0,5958.0,22276.0,65987.0,88942.0,0.0,0.0,21445.0,0.0,91437.0,44968.0,0.0,0.0,6791.0,0.0,0.0,75977.0,0.0,0.0,7066.0,0.0,41233.0,34559.0,42327.0,0.0,5849.0,21329.0
Pace University,1 Pace Plaza,New York,NY,NCAA Division II with football,2484,4969,7453,1563320.0,1110736.0,58,42,47525.0,28229.0,33.0,19.0,0.0,110.0,0.0,0.0,53.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,27.0,0.0,0.0,0.0,34.0,29.0,17.0,0.0,9.0,16.0,80372.0,100332.0,0.0,269717.0,0.0,0.0,102258.0,0.0,0.0,0.0,13085.0,0.0,0.0,116752.0,63197.0,0.0,0.0,0.0,80151.0,85130.0,59617.0,0.0,13085.0,41232.0,360985.0,662857.0,0.0,1481822.0,0.0,0.0,475663.0,0.0,0.0,0.0,33777.0,0.0,0.0,697159.0,307818.0,0.0,0.0,0.0,375392.0,400812.0,262182.0,0.0,32710.0,214021.0,353173.0,649000.0,0.0,1503707.0,0.0,0.0,479683.0,0.0,0.0,0.0,33478.0,0.0,0.0,684598.0,303407.0,0.0,0.0,0.0,364585.0,396132.0,245974.0,0.0,32411.0,206833.0
Paul Smiths College of Arts and Science,7777 State Route 30,Paul Smiths,NY,USCAA,453,244,697,0.0,0.0,0,0,12176.0,12254.0,0.0,20.0,0.0,0.0,9.0,28.0,0.0,36.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,25.0,0.0,21.0,0.0,0.0,10.0,12.0,0.0,62252.0,0.0,0.0,20478.0,57053.0,0.0,51263.0,0.0,0.0,23871.0,0.0,0.0,42316.0,0.0,0.0,0.0,53205.0,0.0,69617.0,0.0,0.0,22569.0,27515.0,0.0,105752.0,0.0,0.0,36228.0,109303.0,0.0,89439.0,0.0,0.0,33246.0,0.0,0.0,61040.0,0.0,0.0,0.0,108623.0,0.0,109219.0,0.0,0.0,31476.0,44002.0,0.0,105752.0,0.0,0.0,36228.0,109303.0,0.0,89439.0,0.0,0.0,33246.0,0.0,0.0,61040.0,0.0,0.0,0.0,108623.0,0.0,109219.0,0.0,0.0,31476.0,44002.0
Pratt Institute-Main,200 Willoughby Ave,Brooklyn,NY,NCAA Division III without football,1032,2735,3767,0.0,0.0,0,0,4716.0,3591.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,17.0,0.0,34224.0,0.0,0.0,0.0,0.0,0.0,36833.0,0.0,10236.0,0.0,10352.0,0.0,28119.0,0.0,0.0,0.0,0.0,0.0,30208.0,0.0,11936.0,0.0,26574.0,0.0,98562.0,0.0,0.0,0.0,0.0,0.0,50833.0,0.0,20478.0,0.0,29352.0,0.0,79869.0,0.0,0.0,0.0,0.0,0.0,45208.0,0.0,29721.0,0.0,31174.0,0.0,98562.0,0.0,0.0,0.0,0.0,0.0,50833.0,0.0,20478.0,0.0,29352.0,0.0,79869.0,0.0,0.0,0.0,0.0,0.0,45208.0,0.0,29721.0,0.0,31174.0
Rensselaer Polytechnic Institute,110 8th St,Troy,NY,NCAA Division III with football,3842,1722,5564,1382375.0,1389163.0,50,50,140887.0,55510.0,41.0,16.0,0.0,130.0,9.0,29.0,50.0,35.0,0.0,14.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,31.0,27.0,34.0,22.0,10.0,0.0,0.0,89447.0,94222.0,0.0,158398.0,27276.0,484993.0,161447.0,36378.0,0.0,60920.0,0.0,0.0,0.0,55485.0,32154.0,0.0,0.0,209837.0,72694.0,38812.0,69633.0,45092.0,0.0,0.0,192831.0,270988.0,0.0,885101.0,44628.0,2584212.0,253450.0,163657.0,0.0,127601.0,0.0,0.0,0.0,150788.0,123509.0,0.0,0.0,2008785.0,145995.0,299558.0,645184.0,138121.0,0.0,0.0,176484.0,255670.0,0.0,708735.0,43056.0,2553477.0,296972.0,161368.0,0.0,139173.0,0.0,0.0,0.0,152508.0,105854.0,0.0,0.0,1973551.0,162512.0,151833.0,154037.0,129434.0,0.0,0.0
Roberts Wesleyan College,2301 Westside Dr,Rochester,NY,NCAA Division II without football,321,696,1017,852927.0,758676.0,53,47,1341.0,5178.0,0.0,24.0,0.0,0.0,0.0,0.0,29.0,46.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,20.0,39.0,0.0,0.0,18.0,17.0,0.0,73386.0,0.0,0.0,0.0,0.0,89426.0,59773.0,0.0,0.0,28985.0,0.0,0.0,60602.0,0.0,0.0,0.0,0.0,61017.0,72166.0,0.0,0.0,28500.0,35807.0,0.0,379000.0,0.0,0.0,0.0,0.0,362846.0,426521.0,0.0,0.0,150390.0,0.0,0.0,317092.0,0.0,0.0,0.0,0.0,264461.0,375616.0,0.0,0.0,121417.0,188801.0,0.0,367461.0,0.0,0.0,0.0,0.0,342187.0,400079.0,0.0,0.0,132063.0,0.0,0.0,295456.0,0.0,0.0,0.0,0.0,246495.0,358466.0,0.0,0.0,105193.0,177905.0
University of Rochester,Wilson Blvd. - Wallis Hall,Rochester,NY,NCAA Division III with football,3062,3174,6236,0.0,0.0,0,0,74350.0,41571.0,42.0,20.0,0.0,91.0,10.0,0.0,0.0,27.0,0.0,9.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,28.0,31.0,22.0,7.0,0.0,16.0,140781.0,106353.0,0.0,73141.0,80335.0,0.0,0.0,73809.0,0.0,35542.0,0.0,0.0,0.0,79645.0,57180.0,0.0,0.0,0.0,47792.0,56665.0,102607.0,36410.0,0.0,73078.0,252672.0,283047.0,0.0,423287.0,132277.0,0.0,0.0,234405.0,0.0,83791.0,0.0,0.0,0.0,265383.0,178873.0,0.0,0.0,0.0,141311.0,148864.0,216533.0,86120.0,0.0,171658.0,252672.0,283047.0,0.0,423287.0,132277.0,0.0,0.0,234405.0,0.0,83791.0,0.0,0.0,0.0,265383.0,178873.0,0.0,0.0,0.0,141311.0,148864.0,216533.0,86120.0,0.0,171658.0
Russell Sage College,140 New Scotland Avenue,Albany,NY,NCAA Division III without football,305,844,1149,0.0,0.0,0,0,16783.0,25719.0,34.0,18.0,0.0,0.0,6.0,0.0,30.0,32.0,0.0,0.0,6.0,11.0,0.0,15.0,17.0,0.0,1.0,0.0,18.0,27.0,19.0,9.0,13.0,14.0,87746.0,47449.0,0.0,0.0,7912.0,0.0,47708.0,44723.0,0.0,0.0,7814.0,31671.0,0.0,58549.0,49601.0,0.0,2055.0,0.0,34247.0,43092.0,47010.0,16179.0,16931.0,35652.0,171127.0,113564.0,0.0,0.0,11212.0,0.0,131923.0,113220.0,0.0,0.0,12441.0,95215.0,0.0,121484.0,118454.0,0.0,5455.0,0.0,96144.0,140919.0,107902.0,24834.0,26954.0,58840.0,152429.0,91392.0,0.0,0.0,11607.0,0.0,123990.0,109459.0,0.0,0.0,12510.0,94406.0,0.0,111553.0,118689.0,0.0,6505.0,0.0,95679.0,117290.0,84367.0,41819.0,27105.0,54709.0
